Date,bh_returns
2023-07-12,0.03066482676664606
2023-07-13,0.021755916417929733
2023-07-14,-0.0031270965844365506
2023-07-17,-0.01260710079093208
2023-07-18,-0.019560246160853723
2023-07-19,-0.012553925189539683
2023-07-20,0.0028034126525220415
2023-07-21,0.002213808069890355
2023-07-24,0.002673332213383617
2023-07-25,0.013947549022656602
2023-07-26,-0.013135342677607298
2023-07-27,-0.001741250657604887
2023-07-28,0.012355102027912679
2023-07-31,0.023589209010823176
2023-08-01,-0.014450465947454916
2023-08-02,-0.022074936397073586
2023-08-03,0.008220017340773822
2023-08-04,0.0017280114892610499
2023-08-07,-0.002420053039371872
2023-08-08,-0.01569890954310349
2023-08-09,-0.00481702159187769
2023-08-10,0.01496228964803592
2023-08-11,-0.01850169872289875
2023-08-14,-0.0163244614109761
2023-08-15,-0.0026464589005401606
2023-08-16,-0.0010846641617803243
2023-08-17,0.008285847465305807
2023-08-18,-0.004554724402985322
2023-08-21,0.0008405884613846837
2023-08-22,0.015011003807313017
2023-08-23,0.007891213436285405
2023-08-24,-0.009311163976607695
2023-08-25,-0.001184834261831469
2023-08-28,0.014359945437986354
2023-08-29,-0.006565857800696406
2023-08-30,0.018646385713686264
2023-08-31,0.004722694949580664
2023-09-01,0.0185580552276825
2023-09-04,0.0
2023-09-05,-0.01649170160528257
2023-09-06,-0.00206635362239993
2023-09-07,-0.001955484605420388
2023-09-08,-0.007628331027805579
2023-09-11,0.011306073364176328
2023-09-12,0.005947632767779432
2023-09-13,0.004096967150950981
2023-09-14,0.000454184179489836
2023-09-15,-0.016020482241155598
2023-09-18,0.015906955533875333
2023-09-19,-0.006035433682563429
2023-09-20,0.021357950674928183
2023-09-21,-0.021357950674928183
2023-09-22,0.012147507039482086
2023-09-25,-0.0029381872194269576
2023-09-26,0.008676599590709877
2023-09-27,0.0020174855531687186
2023-09-28,0.017316450011460205
2023-09-29,0.025103192681395825
2023-10-02,-0.008297908488701822
2023-10-03,-0.010114828745368953
2023-10-04,-0.019761089024668443
2023-10-05,-0.007947654752015865
2023-10-06,0.001235469354656793
2023-10-09,-0.001123090863781151
2023-10-10,-0.012096693773405498
2023-10-11,-0.0007964954622599052
2023-10-12,-0.004906725197937334
2023-10-13,-0.0018319217397051446
2023-10-16,-0.005631227890065205
2023-10-17,-0.00126852349363471
2023-10-18,0.004260470489659163
2023-10-19,0.0037846251951725307
2023-10-20,-0.0032102756302485602
2023-10-23,-0.0012640047646730324
2023-10-24,0.004474280394921593
2023-10-25,0.01330396562636249
2023-10-26,-0.008963581884890104
2023-10-27,0.013246726394980257
2023-10-30,0.01827756219637422
2023-10-31,-0.005426069455996441
2023-11-01,-0.007243582126198689
2023-11-02,-0.006282978146566975
2023-11-03,0.011080755829527611
2023-11-06,0.013048952158307259
2023-11-07,-0.010603147715069206
2023-11-08,-0.00011104325146060745
2023-11-09,-0.008587572988964176
2023-11-10,-0.011717123687754238
2023-11-13,0.004748454371660493
2023-11-14,-0.005655483912303083
2023-11-15,-0.001930173747134667
2023-11-16,-0.009133526217746102
2023-11-17,-0.001032761581265973
2023-11-20,0.013909698670327764
2023-11-21,0.005082172551443165
2023-11-22,-0.014181416406557013
2023-11-23,0.0
2023-11-24,0.005583105712049452
2023-11-27,-0.007069584746268731
2023-11-28,0.001714972123297187
2023-11-29,-0.007798204656073615
2023-11-30,-0.005194217253367661
2023-12-01,0.0065747973161842665
2023-12-04,-0.01191247534063411
2023-12-05,-0.01064399779516556
2023-12-06,-0.00767282286381743
2023-12-07,-0.008209933674445224
2023-12-08,0.007854378115143668
2023-12-11,-0.007496019394232611
2023-12-12,0.0
2023-12-13,0.009627458922302878
2023-12-14,0.028683323515940273
2023-12-15,0.014831988955330111
2023-12-18,0.013610243272933253
2023-12-19,-0.011912930277053313
2023-12-20,-0.01068434805805385
2023-12-21,-0.0016010982377370198
2023-12-22,0.03762586566943771
2023-12-26,-0.007301725106015233
2023-12-27,0.03319806940959591
2023-12-28,-0.0036586718956908015
2023-12-29,0.005697408585539243
2024-01-01,0.0
2024-01-02,-0.023206419848198045
2024-01-03,-0.012252485086140297
2024-01-04,-0.014655965191285425
2024-01-05,-0.006898528913104052
2024-01-08,-0.01578438352692224
2024-01-09,0.006435324438336387
2024-01-10,-0.0018344421562606072
2024-01-11,0.0005736247504275482
2024-01-12,-0.005635761653228322
2024-01-15,0.0
2024-01-16,-0.002656350814156383
2024-01-17,-0.006031801143480564
2024-01-18,-0.005717301612978787
2024-01-19,-0.004221394636550357
2024-01-22,0.0
2024-01-23,0.02632493873067432
2024-01-24,0.0009152271546080115
2024-01-25,0.0037664827954770885
2024-01-26,0.014252022707201384
2024-01-29,-0.0029243075614004965
2024-01-30,0.0035979350708741364
2024-01-31,0.003585036329071478
2024-02-01,-0.011811825275922061
2024-02-02,-0.005674096022160846
2024-02-05,-0.009146056667227676
2024-02-06,0.010169772846036373
2024-02-07,-0.004786333923811448
2024-02-08,0.0005710044122482216
2024-02-09,-0.0035454946501820572
2024-02-12,0.004230269842428136
2024-02-13,-0.0023987674989598418
2024-02-14,0.0072926485461408674
2024-02-15,-0.007063946429649803
2024-02-16,-0.004698879770576703
2024-02-19,0.0
2024-02-20,-0.012833287867349163
2024-02-21,0.012488598945685325
2024-02-22,-0.014468682290203816
2024-02-23,-0.006081178838703849
2024-02-26,-0.0009388570106372285
2024-02-27,0.0011734336009689983
2024-02-28,0.00011726766357611496
2024-02-29,0.016513923368960626
2024-03-01,0.009641947976254173
2024-03-04,-0.006302662243300006
2024-03-05,-0.00391615335783424
2024-03-06,0.010789820013382467
2024-03-07,0.005351564152610067
2024-03-08,-0.0036405045895397947
2024-03-11,0.007720292660029493
2024-03-12,0.0027106409188100145
2024-03-13,-0.0024844733276614406
2024-03-14,-0.008174432439558288
2024-03-15,0.009530364850694362
2024-03-18,-0.00022586109638655927
2024-03-19,-0.004527967890154194
2024-03-20,0.0041890805669444475
2024-03-21,0.010899596641143816
2024-03-22,0.006349935000035778
2024-03-25,0.007412768357475841
2024-03-26,-0.009747529549253287
2024-03-27,0.00044513688694092224
2024-03-28,0.016441749693401064
2024-04-01,0.002186510109111417
2024-04-02,0.016140739296861106
2024-04-03,0.019368488832912867
2024-04-04,0.0061991267605270295
2024-04-05,0.003555001652840062
2024-04-08,0.004270172608524803
2024-04-09,0.0007272349808857825
2024-04-10,-0.004162770086602485
2024-04-11,0.0006255212881187688
2024-04-12,0.01551220349986071
2024-04-15,0.03429483844665082
2024-04-16,-0.0021838404549789914
2024-04-17,0.029279937441400783
2024-04-18,0.004237294475514908
2024-04-19,0.029728592774544538
2024-04-22,-0.007208756583748865
2024-04-23,-0.03392423156364366
2024-04-24,0.011116058593494849
2024-04-25,-0.029162841040569987
2024-04-26,0.011317347581883297
2024-04-29,0.004393894683263788
2024-04-30,-0.0018528456224720102
2024-05-01,-0.009217558888569677
2024-05-02,-0.01829258681697432
2024-05-03,0.008193491081502025
2024-05-06,0.01657987254246507
2024-05-07,-0.01072581008333895
2024-05-08,-0.009243220408166053
2024-05-09,0.0026923284947324433
2024-05-10,-0.008902284348587308
2024-05-13,0.002207949512000873
2024-05-14,-0.0009026629167143696
2024-05-15,0.016716807194504746
2024-05-16,-0.0017777782459988956
2024-05-17,0.0017777782459988956
2024-05-20,0.009428472909816854
2024-05-21,0.035906708463244286
2024-05-22,-0.031809541479173475
2024-05-23,-0.00693599224722341
2024-05-24,0.014790578083593964
2024-05-27,0.0
2024-05-28,0.025368516637731098
2024-05-29,0.01819674153810613
2024-05-30,-0.02074259176516069
2024-05-31,-0.021567779427138056
2024-06-03,0.003947436888206646
2024-06-04,-0.0008651766941980554
2024-06-05,-0.015995687856904972
2024-06-06,0.013395657502979219
2024-06-07,-0.033333151706249176
2024-06-10,-0.003295224909969363
2024-06-11,-0.016234286460758085
2024-06-12,0.015133460730377024
2024-06-13,-0.007941735633885116
2024-06-14,-0.014742781383578318
2024-06-17,-0.006267680420509514
2024-06-18,-0.0037174764001326466
2024-06-19,0.0
2024-06-20,0.010394783042447564
2024-06-21,-0.0038982404720488972
2024-06-24,-0.0038103130390112483
2024-06-25,-0.000722506095320874
2024-06-26,0.005457460901550526
2024-06-27,0.0006159532070322271
2024-06-28,0.008685488616951176
2024-07-01,-0.005304511060959527
2024-07-02,0.0023496971529928246
2024-07-03,0.013681490327254409
2024-07-04,0.0
2024-07-05,-0.010624941844705305
2024-07-08,-0.000508776403750133
2024-07-09,-0.01476495601739014
2024-07-10,-0.008402103264144145
2024-07-11,-0.004070774370481978
2024-07-12,-0.0008370828154378174
2024-07-15,-0.011052162392809706
2024-07-16,-0.020315036285982302
2024-07-17,-0.0005402193421852886
2024-07-18,-0.008901491690086694
2024-07-19,-0.012839682563040355
2024-07-22,-0.023693553609715146
2024-07-23,0.0004522840420833063
2024-07-24,0.0033856256242126292
2024-07-25,-0.01406875939072183
2024-07-26,0.010909199100353817
2024-07-29,-0.022169802977286324
2024-07-30,-0.017955478306422634
2024-07-31,0.029673016164346144
2024-08-01,-0.005841606440464275
2024-08-02,-0.009812488544550746
2024-08-05,-0.009441179750132811
2024-08-06,0.021433943413914136
2024-08-07,-0.0017208746287806775
2024-08-08,-0.004718890036489398
2024-08-09,0.007012732079100026
2024-08-12,0.0076462569393020985
2024-08-13,0.005442190302685113
2024-08-14,0.0
2024-08-15,0.011690780632683584
2024-08-16,-0.0006707658160944874
2024-08-19,0.03224133583941402
2024-08-20,0.02068337142268195
2024-08-21,-0.004358231719030492
2024-08-22,0.001490313241559349
2024-08-23,0.02903920177471253
2024-08-26,-0.002897353020231641
2024-08-27,0.0023805838495150056
2024-08-28,-0.02311213987574856
2024-08-29,-0.007753211797859372
2024-08-30,-0.0009600512764711411
2024-09-02,0.0
2024-09-03,-0.02070378027768882
2024-09-04,-0.0006539509769840635
2024-09-05,-0.010301460961383846
2024-09-06,-0.005080077186913279
2024-09-09,-0.00022145941846751782
2024-09-10,0.000885543560194435
2024-09-11,0.017765573065907425
2024-09-12,0.014888612493749953
2024-09-13,0.0193027522545286
2024-09-16,0.023872436206482384
2024-09-17,-0.002978791170823669
2024-09-18,0.002978791170823669
2024-09-19,0.010508692330581937
2024-09-20,-0.025075818045206866
2024-09-23,0.002390729271334102
2024-09-24,0.03127490461366378
2024-09-25,-0.013269376769946106
2024-09-26,0.036542431149690024
2024-09-27,0.014057240459224296
2024-09-30,-0.017503991618834647
2024-10-01,0.011963272705313166
2024-10-02,0.006122170620959544
2024-10-03,-0.011399743464727052
2024-10-04,0.012658396871923827
2024-10-07,0.002609075258864557
2024-10-08,-0.03706130152481801
2024-10-09,-0.013409486609487153
2024-10-10,0.023176357152786764
2024-10-11,0.01925214161970601
2024-10-14,-0.014108199126821042
2024-10-15,-0.007228827834836693
2024-10-16,0.003868476777920904
2024-10-17,-0.008550459729265825
2024-10-18,0.0246560813531147
2024-10-21,-0.009691231446185
2024-10-22,0.012900882599238273
2024-10-23,0.01455657842802438
2024-10-24,-0.005758725963579181
2024-10-25,0.012150352779239704
2024-10-28,-0.014752638475037827
2024-10-29,0.00596557142994758
2024-10-30,-0.016638031320719726
2024-10-31,-0.0009758954614662585
2024-11-01,-0.005580863361588584
2024-11-04,0.005678495775628178
2024-11-05,0.021632905418348614
2024-11-06,-0.02633004684632745
2024-11-07,0.040653270135060815
2024-11-08,-0.03556569434389889
2024-11-11,-0.023400386490452618
2024-11-12,-0.012667305200764645
2024-11-13,-0.007616956544184816
2024-11-14,-0.009732187658626046
2024-11-15,0.0553667243932745
2024-11-18,-0.012249650943999768
2024-11-19,0.015555760528728868
2024-11-20,-0.0007769253571341395
2024-11-21,-0.0010692589111096495
2024-11-22,-0.005656895998133571
2024-11-25,0.009636517848274018
2024-11-26,-0.009929988136513579
2024-11-27,0.0004890693108681177
2024-11-28,0.0
2024-11-29,0.002149067936625393
2024-12-02,-0.001171646296890927
2024-12-03,0.01223435009505458
2024-12-04,0.0133252223312601
2024-12-05,-0.004198880107405323
2024-12-06,-0.025276124102582287
2024-12-09,-0.009658102077144903
2024-12-10,-0.0024788074761801226
2024-12-11,0.006629421202492658
2024-12-12,0.00019721920979076657
2024-12-13,-0.005636045966652681
2024-12-16,-0.01297423389001473
2024-12-17,-0.009994530724996231
2024-12-18,0.0012167918759464769
2024-12-19,-0.007629353928452431
2024-12-20,0.01328822109089689
2024-12-23,-0.0015126307527921767
2024-12-24,0.021860430325057578
2024-12-26,-0.009922685105773432
2024-12-27,0.00913248356327312
2024-12-30,0.006009574265738671
