Date,AA,ACH,ALI=F,BHP,CENX,CSTM,FCX,HINDALCO.NS,KALU,NEM,NHYDY,PICK,RIO,S32.AX,XLB,XME
2018-01-03,-0.012218355700496897,-0.011422744024629061,0.0,0.0039905954019996415,-0.043007088524134485,0.017316433925344654,-0.01529068422745139,0.01677658968874063,-0.000639974334901261,-0.008420679253434482,-0.0209432245743284,0.01225658683307529,0.0036462154355962895,0.019746852372697687,0.006979760717699346,-0.006653448693080044
2018-01-04,0.003662866462299519,0.003648514362248889,0.0,0.0018843777829387065,0.0029254712537452043,0.025425115148916877,0.013772019472490626,0.011863887791924377,0.014075257453125545,0.011038098842286903,0.0013218048299121765,-0.0030501864856189442,-0.004559988582729435,-0.005602188705393751,0.008697339875066934,0.006653448693080044
2018-01-05,-0.011214411544887781,0.0332597327775197,0.0,0.007087972475399162,-0.029646457756387523,-0.01263171478085301,0.008072812134033214,-0.012225895216040783,-0.005062282974323651,0.003652414012234484,-0.003970854553590586,-0.0019455869901974232,-0.0029294483921122882,0.024966641894547226,0.007986138025232847,-0.0021243991222994474
2018-01-08,0.016683786429134706,-0.0025194076846841718,0.0,0.007450472748748105,-0.011601716602185341,0.004228352137087388,-0.004532735626114004,-0.0009048351307709979,0.007673817320582366,-0.0010417646192122376,-0.013351354788659675,0.017924012590337046,0.020147704524819066,0.0,0.0014304582492541407,0.008206580213539816
2018-01-09,-0.014652152794000006,0.006036152096575709,0.0,0.006985649892463641,-0.006617441508897315,-0.008474659182509559,-0.045967411540909,-0.016982145209639476,-0.011760291043416693,-0.006538656922965291,0.021277265798888667,0.0019112806679602024,0.001615915350257957,0.02168089687274355,-0.0015899128989951272,-0.016213061052510636
2018-01-10,0.03570198903808297,0.01690751618975428,0.0,0.0006140333375626028,0.051267791310868116,0.0,0.030707841656843815,-0.00999442314938559,0.002090791142547843,0.00601702172587304,0.013072196004281889,0.003268027390336936,0.006081478893871228,-0.010781736323766444,-0.006064483811089705,0.020947483824456103
2018-01-11,0.013088150529590337,0.025798318826328437,0.0,0.016237578309355793,0.019222101234148248,0.05384320125713504,0.018786840335337285,-0.003913793490560202,0.028115351575876524,0.012956712168990414,0.009049886655694728,0.015913916478530243,0.02047362230472638,0.008097070594488165,0.013041171056986212,0.027434122538329664
2018-01-12,-0.0026393828612527592,-0.007234125914760803,0.0,0.020327595484349814,0.03415534541406373,-0.004040347885080564,-0.006560548866489935,0.004099811567159328,-0.007533391808780543,0.024165068537575163,-0.0012877595687652565,0.011969969056725649,0.00748417823837233,0.03953093502950977,0.0015787971573222315,-0.004862097837248225
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00802922427856334,0.0,0.0,0.0,0.0,0.0,0.025511620286682524,0.0,0.0
2018-01-16,-0.009203392557918022,0.04726782700434562,0.0,-0.029632004326364036,-0.027513983709027023,-0.016326955572350865,-0.02201268526874678,-0.02332966611648235,-0.01967423835511628,0.005264193376307347,-0.02083432309121136,-0.027883885535255892,-0.03332199236148137,0.0025156536770418736,-0.011742555935553067,-0.018905179488651225
2018-01-17,0.013247602988150753,0.004146225534599868,0.0,0.004662765565365934,0.030728668270821213,0.024391469200775617,0.023024551931006165,0.008408367196894417,0.02791342772095895,-0.013845602714108285,0.029814458524719534,0.019919968193833792,0.008746406231592285,-0.015190152473104623,0.004618185218066895,0.018135319939661443
2018-01-18,-0.0725839954513896,-0.026084281942126086,0.0,-0.002227169842380583,-0.018043487145302795,0.06227694484158386,-0.018892365939178646,-0.034262608807115846,0.0038746809906697877,-0.005337721042105947,-0.02849932783664566,-0.010448761174576493,-0.0005335002613002793,-0.025841179982246,-0.0006358056117252708,-0.015524305187070375
2018-01-19,0.0018849798714706267,0.012661429183373762,0.0,0.00646592056574713,0.033060831131257906,-0.015209404047830333,0.02845706849863827,0.016019044279341976,0.005259584973888565,0.005844743781799888,0.023377597279401696,0.004299797047885523,-0.003383887523779716,0.00782276110462754,0.006023078815694749,0.007015623179389419
2018-01-22,-0.0030177663411685707,0.052643895825143616,0.0,-0.004238750723366547,0.039845975851450444,-0.0038387909228640993,0.0015016219734360625,-0.01130388169295582,0.014925556092721948,0.004802297491167895,-0.005148006826017015,0.0005361040513189863,0.007111288040448471,-0.02631725384997119,-0.0023731132592978987,0.00696696474155889
2018-01-23,-0.00853651602127714,-0.04706765559460413,0.0,-0.014054484710462667,-0.011787975384665472,0.0038387909228640993,-0.022256484283071032,0.03788551977096599,-0.01038956544362346,0.016503809642982148,-0.035459959690361975,-0.013220257888403086,-0.014093780955981128,0.015873161334876373,-0.00015848848478672295,-0.00128680067460607
2018-01-24,0.015313841184324772,0.007386945031587544,0.0,0.018494813072042593,0.018277274117637354,0.02272826503636871,0.00255406002577363,-0.023871978734536725,0.0008698011241392578,0.030531297339667862,0.001335838196832917,0.012952278273240747,0.008765044693815671,0.002621331410467276,0.004268699257601316,0.005904189580709485
2018-01-25,-0.0035710904066537097,0.0009195897635159156,0.0,-0.01521801303466308,0.025964374324057182,-0.015094683806101017,0.011162093659081052,0.0009659011808791362,-0.007454285958256257,-0.019432016455440237,-0.013441085747876391,-0.0008047351327258312,-0.006970013908186967,0.0026143924435366728,0.006603722218935015,-0.011584353647662304
2018-01-26,0.016618712679656422,0.01096897274341524,0.0,0.02204111543429521,0.022435545207249774,-0.007633581230267694,-0.014227922021685213,0.0,-0.0013212187817304155,0.006843930028331613,0.012105247551043474,0.007218538384802464,0.009815316115874051,0.0,0.004378471233905223,0.008508682007680957
2018-01-29,0.009033264460577506,0.03044111946630057,0.0,-0.010454387213633787,-0.029604038145173206,-0.011560866588071317,0.00459533238131371,-0.0013525105953648975,-0.006988116446941639,-0.023913167502961574,0.001335838196832917,-0.0002665550573794917,0.006019836752176211,0.035901286334772076,-0.011455712483538605,-0.013960785989813651
2018-01-30,-0.036823166241530814,-0.016000299524176143,0.0024474369764790893,-0.011586728220661424,-0.04412474239858577,-0.01169601019189459,-0.02580118105051543,-0.019721524562668513,-0.019901993938230333,0.0004990551770478469,-0.039487723011053966,-0.015845750594387198,-0.00850904995188273,-0.035901286334772076,-0.007286657298513077,-0.030129606784078167
2018-01-31,-0.009565994983618431,-0.058107665751613524,0.0,0.002246423503819095,-0.016050304672390325,0.007812569423153448,0.019156800844494004,0.010202130215906102,-0.0018124755100030754,0.010172260010349099,0.00829893308783225,-0.005156595215792592,-0.0010688496923942914,-0.0026143924435366728,0.0007946048249878324,-0.009977541402629075
2018-02-01,0.00766010264410788,-0.16930137995153105,0.0,0.00589864500978754,0.025733448587626384,0.08213565356703612,-0.0025671740189334713,0.00039043208972611154,-0.002179442789132402,-0.0037093142803756862,0.027175532014119597,0.006779631939920705,0.007280704425922657,0.01815890104678486,-0.01375581077670951,0.004057162260905134
