Date,zscore
2022-12-28,-0.5556197938342178
2022-12-29,-0.11861693143799802
2022-12-30,-0.21900312842597938
2023-01-02,-0.21327964388571408
2023-01-03,1.1589556247641413
2023-01-04,2.37132653017484
2023-01-05,2.4987503093732486
2023-01-06,2.2552386919503706
2023-01-09,0.6037338224071679
2023-01-10,1.0624372909534925
2023-01-11,0.030758568212637543
2023-01-12,-0.3189736640275253
2023-01-13,-0.7832685375723718
2023-01-16,-0.7561377320584362
2023-01-17,-1.1068677552636303
2023-01-18,-1.7449641817293167
2023-01-19,-1.9628567534431363
2023-01-20,-1.7411319186921035
2023-01-23,-2.0762397685689544
2023-01-24,-1.8852991569314128
2023-01-25,-2.0556027670822106
2023-01-26,-1.797840892707478
2023-01-27,-1.3384375115580016
2023-01-30,-1.3144104753101828
2023-01-31,-1.3967539438081782
2023-02-01,-0.3845981426938925
2023-02-02,-0.5507185587719019
2023-02-03,0.0009113261602740929
2023-02-06,0.30829195178428487
2023-02-07,0.5800002945543944
2023-02-08,0.6529544745943139
2023-02-09,0.21882174911789198
2023-02-10,0.7295328037996741
2023-02-13,1.1273857400566158
2023-02-14,1.4918658490782037
2023-02-15,1.720344605109261
2023-02-16,1.670013878016049
2023-02-17,1.4417929401346363
2023-02-20,1.4232327954427488
2023-02-21,0.7610759603709052
2023-02-22,1.6851547951943837
2023-02-23,1.6717436006301858
2023-02-24,1.8443150757348195
2023-02-27,1.7100250525145104
2023-02-28,1.8794250674141415
2023-03-01,1.6761738413492375
2023-03-02,2.1364649889093834
2023-03-03,2.314199204715453
2023-03-06,1.9000761639486825
2023-03-07,1.6181113414133506
2023-03-08,1.718082371805274
2023-03-09,1.3085208150027159
2023-03-10,0.8307256087158013
2023-03-13,0.6786746216281534
2023-03-14,0.445429214432411
2023-03-15,0.1987426527076742
2023-03-16,0.515412216473029
2023-03-17,0.16624600440861562
2023-03-20,0.28939581194226477
2023-03-21,0.6112391339605382
2023-03-22,-0.09654470522524643
2023-03-23,-0.43092395974756265
2023-03-24,-0.575154807222923
2023-03-27,-0.9380280756454661
2023-03-28,-1.1239998975145733
2023-03-29,-0.885163563999974
2023-03-30,-0.7087451131024952
2023-03-31,-0.7247762323219668
2023-04-03,-0.8277936261769002
2023-04-04,-0.7972956859850279
2023-04-05,-0.635252023662147
2023-04-06,-0.796140441790817
2023-04-10,-0.6428458820301195
2023-04-11,-0.11744339297672508
2023-04-12,-0.593156160500598
2023-04-13,-0.8545402761645925
2023-04-14,-1.1421785984216104
2023-04-17,-1.0450761001974318
2023-04-18,-1.3133638385689068
2023-04-19,-1.6802457962718462
2023-04-20,-1.7008399437959063
2023-04-21,-1.8108104885627614
2023-04-24,-1.6903699782986792
2023-04-25,-1.7452151868374948
2023-04-26,-1.686416865562934
2023-04-27,-1.360879161296126
2023-04-28,-1.6272580864841382
2023-05-01,-1.8457548885014703
2023-05-02,-2.043167480442913
2023-05-03,-1.6138437341646215
2023-05-04,-1.4147730002014667
2023-05-05,-1.246861728972109
2023-05-08,-0.9224311199530669
2023-05-09,-1.1402498209595953
2023-05-10,-0.7275772453622087
2023-05-11,-0.22043443101566534
2023-05-12,-0.4086822386379059
2023-05-15,-0.12356465813812918
2023-05-16,-0.402297825676333
2023-05-17,-0.5949312804611355
2023-05-18,-0.4675827450247647
2023-05-19,-0.7352772644916936
2023-05-22,-0.5454278803044369
2023-05-23,-0.3285829163177766
2023-05-24,-0.36421035883811426
2023-05-25,-0.5199616545646297
2023-05-26,-0.6547308231886149
2023-05-29,-0.6367208290432889
2023-05-30,-0.6744339245188148
2023-05-31,-1.3748387847063985
2023-06-01,-1.6285661807275746
2023-06-02,-0.42328882265804557
2023-06-05,-0.3762120358166047
2023-06-06,0.5383726906161356
2023-06-07,0.8551506409548165
2023-06-08,0.40469452334825956
2023-06-09,0.0696748950019375
2023-06-12,0.8172457846724664
2023-06-13,1.4475029928457275
2023-06-14,0.8412307252299296
2023-06-15,1.1602189280474313
2023-06-16,0.45901238181267195
2023-06-19,0.4806774726546899
2023-06-20,0.5381226136930823
2023-06-21,0.7731413151764648
2023-06-22,0.41924482651667566
2023-06-23,0.916766056809034
2023-06-26,1.4240286966643982
2023-06-27,1.677262666093348
2023-06-28,1.7090091939413263
2023-06-29,2.16498283997313
2023-06-30,2.3501286336891725
2023-07-03,2.403624322211445
2023-07-04,2.3182900530342794
2023-07-05,1.8574098199573077
2023-07-06,1.602598841798225
2023-07-07,2.005556071325005
2023-07-10,1.8578826718786412
2023-07-11,1.7780376388444379
2023-07-12,0.7827773619073624
2023-07-13,0.5752508141847587
2023-07-14,-0.13705868201814908
2023-07-17,0.7013779960832767
2023-07-18,1.1834590625549026
2023-07-19,1.514567002483779
2023-07-20,0.5315599798499473
2023-07-21,0.7084994850964805
2023-07-24,0.7336913834513102
2023-07-25,0.9331398039797308
2023-07-26,1.1149017801191055
2023-07-27,0.7565143060929672
2023-07-28,0.590564790962383
2023-07-31,0.1874675141911296
2023-08-01,0.3413277323520724
2023-08-02,0.7114673897059176
2023-08-03,0.6026982723519451
2023-08-04,0.25353010043371205
2023-08-07,0.4544493877393283
2023-08-08,0.7303182255566057
2023-08-09,1.0952996603175227
2023-08-10,0.05960215921509534
2023-08-11,0.3992988862817851
2023-08-14,0.9852408937094506
2023-08-15,0.3484582445809613
2023-08-16,-0.1880122360786746
2023-08-17,-0.6985273637679426
2023-08-18,-0.5972276202957431
2023-08-21,-0.8911583889375261
2023-08-22,-1.5114941785082763
2023-08-23,-1.985330877159235
2023-08-24,-1.7446330276471576
2023-08-25,-2.0346697085703602
2023-08-28,-2.560711790244537
2023-08-29,-1.4064613690858412
2023-08-30,-2.3059321276565186
2023-08-31,-2.0913223921087774
2023-09-01,-2.2939599782358537
2023-09-04,-2.1670266471190276
2023-09-05,-1.7721107675855363
2023-09-06,-1.6645091697886356
2023-09-07,-2.349148808347354
2023-09-08,-2.113752982251287
2023-09-11,-2.1500082937466884
2023-09-12,-2.4382417631228055
2023-09-13,-2.2393428708642427
2023-09-14,-1.5511276925800221
2023-09-15,-1.5121141129243458
2023-09-18,-1.9321943387053695
2023-09-19,-1.8528163507990034
2023-09-20,-1.9967939647423518
2023-09-21,-1.8436008354943925
2023-09-22,-1.9250923876079509
2023-09-25,-2.3523567400355856
2023-09-26,-2.6851364003483766
2023-09-27,-2.4435943582169766
2023-09-28,-2.103974512598572
2023-09-29,-2.2987060097599703
2023-10-02,-2.0628272941000465
2023-10-03,-2.080616928886255
2023-10-04,-1.6999375444536513
2023-10-05,-1.6409828141521816
2023-10-06,-1.428018417075358
2023-10-09,-1.325544857187613
2023-10-10,-0.7698305652340931
2023-10-11,-0.770286415972695
2023-10-12,-0.9618747822747011
2023-10-13,-0.984208107595969
2023-10-16,-0.7636507282573216
2023-10-17,-0.42737134911228836
2023-10-18,-0.8722858265529444
2023-10-19,-1.6428923090416119
2023-10-20,-1.5891413819174662
2023-10-23,-1.6969598618690607
2023-10-24,-1.7160226039383066
2023-10-25,-1.8028395938010053
2023-10-26,-1.658610848275496
2023-10-27,-1.8671505245398978
2023-10-30,-1.5917291628371253
2023-10-31,-1.3405200283145196
2023-11-01,-1.3459401071772275
2023-11-02,-0.8485194613846601
2023-11-03,-0.9305134751467434
2023-11-06,-1.3958615691396488
2023-11-07,-1.263848343277132
2023-11-08,-1.2366662798740655
2023-11-09,-1.3326441351250156
2023-11-10,-0.9863360785650487
2023-11-13,-1.0989629811804742
2023-11-14,-0.31973124719984214
2023-11-15,0.05147426384391354
2023-11-16,-0.027986872145443747
2023-11-17,0.12052974469457213
2023-11-20,-0.16317840124298275
2023-11-21,-0.3202470631476758
2023-11-22,0.1496826992956923
2023-11-23,0.18276312693194868
2023-11-24,-0.03773880078315677
2023-11-27,0.26290011646606903
2023-11-28,0.13459277860237595
2023-11-29,0.6513567126933906
2023-11-30,1.086448097848449
2023-12-01,1.3075489806619403
2023-12-04,1.3049392417193728
2023-12-05,0.8729009039181329
2023-12-06,1.1118143029717606
2023-12-07,1.3689816312797773
2023-12-08,1.1446356132445996
2023-12-11,1.4011251598518433
2023-12-12,0.8810858146191302
2023-12-13,1.626641638111008
2023-12-14,2.420746643040803
2023-12-15,2.2811307090424133
2023-12-18,1.4542681162436366
2023-12-19,2.5193520632749054
2023-12-20,2.0564593215513525
2023-12-21,2.4655521402455762
2023-12-22,1.7910125939057935
2023-12-26,1.9501105652218202
2023-12-27,1.197465256896085
2023-12-28,1.1851458414385856
2023-12-29,0.812927552925159
2024-01-01,0.7906020297694141
2024-01-02,1.219542694274088
2024-01-03,0.9628953368690475
2024-01-04,1.2398230449565935
2024-01-05,1.7002855385173845
2024-01-08,1.9188597693026639
2024-01-09,1.7355881151536825
2024-01-10,1.6414188084308137
2024-01-11,1.3477073439734824
2024-01-12,1.190198488871956
2024-01-15,1.1505693587781558
2024-01-16,0.5022775905439809
2024-01-17,0.3981842700324748
2024-01-18,0.36999184891787495
2024-01-19,0.677481183653729
2024-01-22,0.7490003976225297
2024-01-23,0.6615581709026498
2024-01-24,0.6986792253486848
2024-01-25,0.6051467360428305
2024-01-26,0.415021478863525
2024-01-29,0.58988466426347
2024-01-30,0.3365225152422104
2024-01-31,-0.16205842922744246
2024-02-01,0.18316821787462
2024-02-02,0.2657010256517834
2024-02-05,-0.75891661511276
2024-02-06,-0.8336718548369422
2024-02-07,-0.7145668943373076
2024-02-08,-0.6533137612184424
2024-02-09,-0.9988616128807959
2024-02-12,-0.607362903830383
2024-02-13,-1.7598631589107916
2024-02-14,-1.539663814779847
2024-02-15,-0.8638480381718434
2024-02-16,-0.6639195448578115
2024-02-19,-0.7053149576473372
2024-02-20,-0.5746918727879229
2024-02-21,-0.39089871734345405
2024-02-22,0.19094912367167324
2024-02-23,-0.3650338098612292
2024-02-26,-1.1670963851050609
2024-02-27,-0.24122098549040832
2024-02-28,-0.5362229289032999
2024-02-29,-0.771755534988427
2024-03-01,-0.9412933285537425
2024-03-04,-0.6857649397940347
2024-03-05,-0.874532904256339
2024-03-06,-0.5506952146509749
2024-03-07,0.2565680533886874
2024-03-08,0.4464743916925136
2024-03-11,0.4551371030308856
2024-03-12,-0.14710417852933305
2024-03-13,0.5140558153434629
2024-03-14,0.6183987349270756
2024-03-15,0.4146955132775738
2024-03-18,0.8369571684346974
2024-03-19,0.18689269368196945
2024-03-20,1.0968400615067553
2024-03-21,0.459159012649485
2024-03-22,0.11566431019342964
2024-03-25,-0.013180545279726072
2024-03-26,0.37224092615326276
2024-03-27,1.3729563445241666
2024-03-28,0.7871956289533424
2024-04-01,0.8361754560021287
2024-04-02,0.9525514535266485
2024-04-03,0.7699294583018937
2024-04-04,-0.3874986502570914
2024-04-05,-0.232016081195929
2024-04-08,-0.6090052678149522
2024-04-09,-0.29304631432316847
2024-04-10,-0.43931930210909387
2024-04-11,-0.4499775913876024
2024-04-12,-2.2142385508640836
2024-04-15,-3.2429169238680684
2024-04-16,-3.077482867223391
2024-04-17,-4.2070900384369745
2024-04-18,-3.8077656214325217
2024-04-19,-4.17014698611393
2024-04-22,-3.2177829456133926
2024-04-23,-2.081202873019159
2024-04-24,-2.2745103791968715
2024-04-25,-1.3846461937710681
2024-04-26,-1.3887364567994134
2024-04-29,-1.251869953090809
2024-04-30,-1.8410722726548103
2024-05-01,-1.7653218591197277
2024-05-02,-0.76464002173013
2024-05-03,-0.7428854657364097
2024-05-06,-1.0203813801564574
2024-05-07,-0.649434926738272
2024-05-08,-0.641866047712159
2024-05-09,-0.5194933676178584
2024-05-10,-0.33625942559780125
2024-05-13,0.3682675417012912
2024-05-14,0.3110600007945673
2024-05-15,-0.07699943657766363
2024-05-16,0.00496796900896056
2024-05-17,0.22435761854645106
2024-05-20,0.30508648803474214
2024-05-21,-0.3016653316596739
2024-05-22,0.12177602632845591
2024-05-23,0.05594428787463621
2024-05-24,-0.19449880283498744
2024-05-27,-0.18694854770058394
2024-05-28,-0.4954965294486544
2024-05-29,-0.799887011909867
2024-05-30,-0.09612594805565591
2024-05-31,0.43720016074639756
2024-06-03,0.28718971854619496
2024-06-04,-0.13387840829971412
2024-06-05,0.4537999391818148
2024-06-06,0.11464710775390169
2024-06-07,0.6395963921380353
2024-06-10,0.8045159434842627
2024-06-11,1.0350346369661707
2024-06-12,0.48339315549640005
2024-06-13,0.42328547749702605
2024-06-14,0.6903670129148113
2024-06-17,0.7408253876034807
2024-06-18,0.8799820659487809
2024-06-19,0.8893686899797194
2024-06-20,1.0318061740509987
2024-06-21,1.5403250103521924
2024-06-24,1.684161977874392
2024-06-25,1.533042808745738
2024-06-26,1.2335032257622065
2024-06-27,1.0357525996466923
2024-06-28,1.0353390521983101
2024-07-01,1.1543638720379008
2024-07-02,1.3621493405163498
2024-07-03,1.332260102113476
2024-07-04,1.3064198143333405
2024-07-05,1.563145660084695
2024-07-08,1.3376910834106175
2024-07-09,1.3676358917262716
2024-07-10,1.0945387432800737
2024-07-11,1.3667412715796579
2024-07-12,1.3422610093278577
2024-07-15,1.7731833177387648
2024-07-16,2.141387469036809
2024-07-17,1.5747498000793203
2024-07-18,1.4399240356080554
2024-07-19,1.5629693787430656
2024-07-22,2.1041102123019337
2024-07-23,1.8463504694278707
2024-07-24,1.3490444535336437
2024-07-25,1.7884959729622187
2024-07-26,1.558872739833343
2024-07-29,2.0858873182687803
2024-07-30,2.1182796521640936
2024-07-31,1.5539005244527169
2024-08-01,1.1219774063036838
2024-08-02,0.6187088900634639
2024-08-05,0.4807081865339606
2024-08-06,0.14222973289424137
2024-08-07,0.10403109433894765
2024-08-08,0.8432435264899409
2024-08-09,0.5461594451859365
2024-08-12,0.5591590071626852
2024-08-13,0.5095038684946396
2024-08-14,0.2787609251069395
2024-08-15,0.24607795348119896
2024-08-16,0.2569030128698294
2024-08-19,-0.21206951740511287
2024-08-20,-1.1791731373195453
2024-08-21,-1.3174687351711742
2024-08-22,-1.7664018480051238
2024-08-23,-2.2619912680727587
2024-08-26,-1.8241502116921455
2024-08-27,-2.034985227714082
2024-08-28,-2.016132618168973
2024-08-29,-1.5363385938044727
2024-08-30,-1.6267206782939345
2024-09-02,-1.581249015972386
2024-09-03,-1.5758115588769228
2024-09-04,-1.4138373667043274
2024-09-05,-1.1195998607995286
2024-09-06,-1.6960178352802955
2024-09-09,-1.447903788011
2024-09-10,-1.786363814499238
2024-09-11,-1.6101108055443483
2024-09-12,-1.4647292929115652
2024-09-13,-1.602041639472188
2024-09-16,-1.611175941463346
2024-09-17,-1.6281061295193202
2024-09-18,-1.5375726409058397
2024-09-19,-1.614108360763417
2024-09-20,-1.1646566026137786
2024-09-23,-1.0768474250681113
2024-09-24,-1.1917077566086218
2024-09-25,-0.9953784475829561
2024-09-26,-1.1048842218099824
2024-09-27,-1.4617116332644782
2024-09-30,-1.1051843080318058
2024-10-01,-1.242586541709451
2024-10-02,-1.3679720901531984
2024-10-03,-1.2664924776100968
2024-10-04,-1.3201369447033031
2024-10-07,-1.2589697028353066
2024-10-08,-0.6680491391619564
2024-10-09,-0.08473790338172715
2024-10-10,-0.5012299171128474
2024-10-11,-0.567192388442161
2024-10-14,0.07091347156620505
2024-10-15,0.1887511035356215
2024-10-16,0.3009452241782596
2024-10-17,0.1285747212685562
2024-10-18,-0.24914236264427955
2024-10-21,0.06413793772281268
2024-10-22,-0.20038404208493135
2024-10-23,-0.7897233119465785
2024-10-24,-0.4826649976735491
2024-10-25,-1.3080414671628968
2024-10-28,-0.5280593559560449
2024-10-29,-0.9010492259143852
2024-10-30,-0.2887686123179891
2024-10-31,-0.41229647035380057
2024-11-01,0.11751936585204953
2024-11-04,-0.058477007875085855
2024-11-05,-0.22964633552911418
2024-11-06,2.639466718743253
2024-11-07,0.42388121141947754
2024-11-08,2.373636050776051
2024-11-11,3.1342909475682865
2024-11-12,2.3837596831014474
2024-11-13,2.4990910804382396
2024-11-14,3.0711261668024172
2024-11-15,1.3104393208503977
2024-11-18,1.8612289940296862
2024-11-19,1.6619169276287389
2024-11-20,1.6822925073345798
2024-11-21,1.9197762481154987
2024-11-22,1.7381872160981522
2024-11-25,1.8414764041039
2024-11-26,2.2230097048686046
2024-11-27,1.607957778584124
2024-11-28,1.5514655129691728
2024-11-29,1.576157022487091
2024-12-02,1.338507014455649
2024-12-03,0.8775779445265787
2024-12-04,0.31255629283206676
2024-12-05,0.5602629640728708
2024-12-06,0.3399819848817653
2024-12-09,0.5359725976267118
2024-12-10,0.29292859338788624
2024-12-11,-0.576375143514311
2024-12-12,-0.5732232990889868
2024-12-13,-0.5356243356965716
2024-12-16,-0.25630445636978194
2024-12-17,0.14418351237840657
2024-12-18,-0.38032822863644783
2024-12-19,-0.3563147157934977
2024-12-20,-0.44218303924326263
2024-12-23,-0.08262510763080817
2024-12-24,-1.0590895683361867
2024-12-26,-0.756097104304535
2024-12-27,-1.481452681228209
2024-12-30,-1.985845042784543
