Date,zscore
2018-08-06,-1.4666467966643324
2018-08-07,-1.6827586026214438
2018-08-08,-1.0146907926277384
2018-08-09,-1.2378033102222135
2018-08-10,-0.48816581047602015
2018-08-13,-0.6566137553108383
2018-08-14,-0.7503910607055042
2018-08-15,-1.9493735085189936
2018-08-16,-1.6555312774225872
2018-08-17,-1.3756771959828693
2018-08-20,-1.4008682044009317
2018-08-21,-0.9123962134762231
2018-08-22,-0.8126862057363123
2018-08-23,-1.2281537455347185
2018-08-24,-0.6639908623998902
2018-08-27,-0.47955768670293974
2018-08-28,-0.31111770494247354
2018-08-29,0.05600012667621046
2018-08-30,-0.3234126294002496
2018-08-31,-0.17659768168722845
2018-09-03,-0.14350705196851585
2018-09-04,-0.6894509321457555
2018-09-05,-0.8880812820369001
2018-09-06,-2.0197926156467854
2018-09-07,-1.6335924140758766
2018-09-10,-1.1187901267637967
2018-09-11,-1.5875044610684614
2018-09-12,-1.0243570884333097
2018-09-13,-1.10090686096405
2018-09-14,-0.6241670841282053
2018-09-17,-0.5898451025066386
2018-09-18,-0.4417620328019833
2018-09-19,-0.6339799563863766
2018-09-20,-0.4770367527257853
2018-09-21,-0.07104594097484702
2018-09-24,-0.8775495667571716
2018-09-25,-1.1771615124729815
2018-09-26,-1.4848415150918133
2018-09-27,-1.5231056683034785
2018-09-28,-1.5260529948248183
2018-10-01,-1.285838970668676
2018-10-02,-0.9232671541361607
2018-10-03,-0.226112290571814
2018-10-04,-0.07454161941694191
2018-10-05,-0.6322955501701532
2018-10-08,-2.589614809975804
2018-10-09,-3.1897917497071253
2018-10-10,-3.9095272075246448
2018-10-11,-3.610184734761185
2018-10-12,-3.2394108751941872
2018-10-15,-3.0747693856792475
2018-10-16,-2.4761029553937735
2018-10-17,-2.12050502527526
2018-10-18,-1.1853638738440924
2018-10-19,-1.2411620438242486
2018-10-22,-0.8747022601002994
2018-10-23,-1.6561748894774266
2018-10-24,-2.7239976642938193
2018-10-25,-2.401783728289222
2018-10-26,-2.356193354573358
2018-10-29,-2.352139444734984
2018-10-30,-2.17315712239058
2018-10-31,-1.8033410885691554
2018-11-01,-1.1913658913875242
2018-11-02,-1.108867985988191
2018-11-05,-1.1715303030893105
2018-11-06,-1.2562153728701004
2018-11-07,-1.0254777600321474
2018-11-08,-1.12621680732074
2018-11-09,-1.68754013293178
2018-11-12,-1.8017642066854134
2018-11-13,-1.4378439665545435
2018-11-14,-1.2630956283066266
2018-11-15,-0.9957579806812024
2018-11-16,-0.9605665760211886
2018-11-19,-1.6422769962370023
2018-11-20,-1.8218476395647838
2018-11-21,-1.7243009855037454
2018-11-22,-1.6630319942250729
2018-11-23,-1.7532489077881814
2018-11-26,-1.618222995773822
2018-11-27,-1.970303709923006
2018-11-28,-1.1820918341643782
2018-11-29,-1.9469069128920855
2018-11-30,-1.6213204427118832
2018-12-03,-1.4926820617957652
2018-12-04,-1.905518405954766
2018-12-05,-1.8246343750918983
2018-12-06,-1.9603121773804608
2018-12-07,-2.113116469258345
2018-12-10,-2.159858686785721
2018-12-11,-2.0361025931909627
2018-12-12,-1.7307780456806476
2018-12-13,-1.7130476425098617
2018-12-14,-1.8024769744173699
2018-12-17,-1.878876434855932
2018-12-18,-1.770449752113414
2018-12-19,-1.8785857067177307
2018-12-20,-1.8807185142325515
2018-12-21,-2.06588585423425
2018-12-24,-2.3214911405291567
2018-12-26,-1.66952828483458
2018-12-27,-1.6230841886434257
2018-12-28,-1.747174271313976
2018-12-31,-1.708980011930658
2019-01-01,-1.6472294068137483
2019-01-02,-1.682425809858714
2019-01-03,-1.6139725621172873
2019-01-04,-0.9738622591958386
2019-01-07,-0.9204511997182412
2019-01-08,-0.9360717065161602
2019-01-09,-0.6771380385825527
2019-01-10,-0.683747542556589
2019-01-11,-0.777599545449118
2019-01-14,-0.6839086886029747
2019-01-15,-0.6280493489646992
2019-01-16,-0.5786411175467476
2019-01-17,-0.373745225350897
2019-01-18,-0.4484477851852157
2019-01-21,-0.4267281400270139
2019-01-22,-0.8618586011007151
2019-01-23,-0.6774811363396864
2019-01-24,-0.7607042010707602
2019-01-25,-0.3902539357540303
2019-01-28,-0.7131606771258057
2019-01-29,-0.4207526581297875
2019-01-30,-0.09780478538472494
2019-01-31,-0.028741900202653017
2019-02-01,-0.4078149468052298
2019-02-04,-0.18535773704552383
2019-02-05,-0.16706566636326017
2019-02-06,-0.35666028466416283
2019-02-07,-0.9022799381336242
2019-02-08,-0.7192372241621753
2019-02-11,-0.5427925528740212
2019-02-12,-0.28305672877481963
2019-02-13,0.108889547555908
2019-02-14,-0.346823677695279
2019-02-15,-0.2738801717870039
2019-02-18,-0.24292105797366847
2019-02-19,2.1629016767519067
2019-02-20,2.70526889981125
2019-02-21,2.9228064198976007
2019-02-22,3.033966673717501
2019-02-25,3.1321174646314804
2019-02-26,2.9715395227035266
2019-02-27,2.8030248369146262
2019-02-28,2.0276415532527965
2019-03-01,2.000869943493223
2019-03-04,1.7031187140226915
2019-03-05,1.6480813054969157
2019-03-06,1.1956547516458471
2019-03-07,0.7836809298529203
2019-03-08,0.5280455625475833
2019-03-11,0.8205875112194373
2019-03-12,1.1804272910096094
2019-03-13,1.3564820120377246
2019-03-14,0.8718203209712159
2019-03-15,0.8222920699446667
2019-03-18,1.122635059416562
2019-03-19,1.0891557519864703
2019-03-20,1.1236641997243013
2019-03-21,1.3370089158667258
2019-03-22,0.7627913137872138
2019-03-25,0.6925583335530507
2019-03-26,0.44994645086700746
2019-03-27,0.5961431864215258
2019-03-28,0.609132905706683
2019-03-29,0.6665360217439774
2019-04-01,1.2386008709909602
2019-04-02,0.7800366414562034
2019-04-03,0.8242218029939267
2019-04-04,1.0698490251501303
2019-04-05,1.1501729995840881
2019-04-08,1.1601423719733028
2019-04-09,0.8731842141620842
2019-04-10,0.8667827663668458
2019-04-11,0.5373211184939596
2019-04-12,0.42237452277254567
2019-04-15,0.1389662651268806
2019-04-16,0.10253405945081936
2019-04-17,0.07849921576471854
2019-04-18,-0.5076713720693297
2019-04-22,0.25826899170733086
2019-04-23,0.4351798448007799
2019-04-24,0.19276127052388511
2019-04-25,-0.3828842593965833
2019-04-26,-0.5088313259290002
2019-04-29,-0.5716820759309537
2019-04-30,-0.6921779929482923
2019-05-01,-1.118769345582604
2019-05-02,-1.1870076889244991
2019-05-03,-0.7876317017239541
2019-05-06,-1.3592920404975253
2019-05-07,-1.9070870678311729
2019-05-08,-2.2451137261406378
2019-05-09,-2.1149035193029606
2019-05-10,-1.96740656881869
2019-05-13,-2.3056592402165195
2019-05-14,-1.980165423958163
2019-05-15,-1.8844386346229558
2019-05-16,-1.8165214797647458
2019-05-17,-2.033237867618209
2019-05-20,-2.2490839535910974
2019-05-21,-1.7020549247690935
2019-05-22,-1.953539344894397
2019-05-23,-2.4870437496598905
2019-05-24,-2.4689074168251675
2019-05-27,-2.325231119561377
2019-05-28,-2.44264862653933
2019-05-29,-2.34385778649621
2019-05-30,-2.6271299140229623
2019-05-31,-2.649536329274084
2019-06-03,-2.3168606793109734
2019-06-04,-2.009345410044603
2019-06-05,-2.1388649493569845
2019-06-06,-1.942902327811544
2019-06-07,-1.9044652064232657
2019-06-10,-1.7569809455166627
2019-06-11,-1.6460296563258425
2019-06-12,-1.7831931781421464
2019-06-13,-1.4560712576019947
2019-06-14,-1.4342879792389862
2019-06-17,-1.4137468774703323
2019-06-18,-1.0147869122164057
2019-06-19,-1.0359642549644879
2019-06-20,-0.9593750056791834
2019-06-21,-0.8929997919910563
2019-06-24,-1.0116830681083249
2019-06-25,-0.8506052246412409
2019-06-26,-0.5617312192770868
2019-06-27,3.903641455455257
2019-06-28,3.555436391102068
2019-07-01,3.3300480538300268
2019-07-02,3.2468597102122985
2019-07-03,2.7333824374553637
2019-07-04,2.5579155367029185
2019-07-05,2.400376996825715
2019-07-08,2.0694884277264154
2019-07-09,1.7787958659292094
2019-07-10,1.6373588015810598
2019-07-11,1.5372150830951892
2019-07-12,1.5345568127837668
2019-07-15,1.5902430347901544
2019-07-16,1.5648074688898024
2019-07-17,1.4833597673908594
2019-07-18,1.4603236561801474
2019-07-19,1.262852969863377
2019-07-22,1.2032275555528023
2019-07-23,1.163000987111615
2019-07-24,1.2282143780324473
2019-07-25,1.0741273560250626
2019-07-26,1.08989798793668
2019-07-29,1.0559608002968024
2019-07-30,1.036610831410323
2019-07-31,0.9939201526356314
2019-08-01,0.8711581930263808
2019-08-02,0.7889521877715402
2019-08-05,0.7135176960919583
2019-08-06,0.6591485075562161
2019-08-07,0.6306985206281942
2019-08-08,0.5090282441393182
2019-08-09,0.3536402106440484
2019-08-12,0.2517452888337085
2019-08-13,0.2734936283982752
2019-08-14,-0.02834849417289733
2019-08-15,-0.20669250391187305
2019-08-16,-0.15531128911652628
2019-08-19,-0.005507639704939982
2019-08-20,0.06630858980083612
2019-08-21,0.11719324120536491
2019-08-22,0.09208126502106521
2019-08-23,-0.08109995353972868
2019-08-26,-0.18108085606938412
2019-08-27,-0.2763096226759553
2019-08-28,-0.16449701419213808
2019-08-29,0.33618848034973836
2019-08-30,0.34971721123337146
2019-09-02,0.3228279805624343
2019-09-03,0.25558391033085537
2019-09-04,0.26580870790870337
2019-09-05,0.4861995478915075
2019-09-06,0.28725111889452976
2019-09-09,0.5041991085218537
2019-09-10,0.46067233637875926
2019-09-11,0.7598446668241188
2019-09-12,1.118421732139035
2019-09-13,1.1261101795232167
2019-09-16,1.2154475815295436
2019-09-17,1.2102778543538166
2019-09-18,1.0504631854941762
2019-09-19,0.9472856196162922
2019-09-20,0.8331533376413051
2019-09-23,0.8230320521148825
2019-09-24,0.886044599359632
2019-09-25,1.4199107589384805
2019-09-26,1.328091041027414
2019-09-27,1.1943881077866996
2019-09-30,1.1748221031185095
2019-10-01,0.9814290243548616
2019-10-02,1.1445973570654777
2019-10-03,0.9350795135349326
2019-10-04,0.9937757607612792
2019-10-07,0.5896172775006072
2019-10-08,0.06657392557412678
2019-10-09,0.1350826476025771
2019-10-10,0.15382936009521186
2019-10-11,0.9648852103906472
2019-10-14,0.941658510493768
2019-10-15,0.907517007928999
2019-10-16,0.7103096401882479
2019-10-17,1.1602374610331714
2019-10-18,1.4486898477574854
2019-10-21,0.9982180607572153
2019-10-22,1.3119010438497423
2019-10-23,1.3030855630279878
2019-10-24,1.141151502940297
2019-10-25,1.14664780772297
2019-10-27,1.1111988777045325
2019-10-28,1.1332958572836604
2019-10-29,1.2027329165999168
2019-10-30,0.85437808179574
2019-10-31,0.5967534457547456
2019-11-01,0.5950816564909024
2019-11-04,0.761197564086707
2019-11-05,0.5901592013389837
2019-11-06,0.3205994688875578
2019-11-07,0.46532994959162494
2019-11-08,0.3992721326546371
2019-11-11,0.6093953253191723
2019-11-12,0.7816838581336599
2019-11-13,0.4468468431250197
2019-11-14,0.6597762058151725
2019-11-15,0.5198942691672409
2019-11-18,0.4670538226912299
2019-11-19,0.46609301400141107
2019-11-20,-0.08880630517926884
2019-11-21,-0.20532952116994133
2019-11-22,0.03224090521498681
2019-11-25,-0.07695752456474131
2019-11-26,-0.9933961749487626
2019-11-27,-1.0820057386840771
2019-11-28,-1.2010724328067919
2019-11-29,-1.5548695963082515
2019-12-02,-2.454447602521825
2019-12-03,-2.0918339306304885
2019-12-04,-1.6211514524163206
2019-12-05,-1.1739355603444221
2019-12-06,-0.46992155434771854
2019-12-09,-1.0632242900668776
2019-12-10,-0.43867758509528615
2019-12-11,-0.5439846432254788
2019-12-12,-0.2481874477411223
2019-12-13,-0.5495706827592485
2019-12-16,-0.4956315041624746
2019-12-17,-0.39246079324098787
2019-12-18,-0.6428170694680164
2019-12-19,-0.715091085399493
2019-12-20,-1.006007925273367
2019-12-23,-1.0625505937990587
2019-12-24,-1.0888601454379045
2019-12-26,-1.200836248620209
2019-12-27,-1.4553090759900216
2019-12-30,-1.6216129324087853
2019-12-31,-1.1385934587107034
2020-01-01,-1.1726773434481348
2020-01-02,-0.8697867007541817
2020-01-03,-1.3899255025979729
2020-01-06,-2.267195848957755
2020-01-07,-1.1627887182731402
2020-01-08,-1.4001082254024302
2020-01-09,-2.055056821173245
2020-01-10,-2.575824141313544
2020-01-13,-1.8608910435610753
2020-01-14,-1.3711312842660384
2020-01-15,-1.2536144662104944
2020-01-16,-3.7567525558646544
2020-01-17,-3.393686190700786
2020-01-20,-3.086629077771941
2020-01-21,-3.574165291607384
2020-01-22,-3.3645589202947597
2020-01-23,-2.8961698930409114
2020-01-24,-3.0564207061352406
2020-01-27,-2.953576139416231
2020-01-28,-2.745079284985045
2020-01-29,-2.3830654730996526
2020-01-30,-2.470611452073058
2020-01-31,-2.380312125387701
2020-02-03,-1.6377720154721402
2020-02-04,-1.384481382413977
2020-02-05,-0.9480669075394142
2020-02-06,-1.2379540059850356
2020-02-07,-1.1322834013615093
2020-02-10,-1.00061403601669
2020-02-11,-1.1295517699717925
2020-02-12,-1.0729086888294512
2020-02-13,-1.1180149365650955
2020-02-14,-0.9236451456490756
2020-02-17,-0.8932378391827266
2020-02-18,-0.41380760914400977
2020-02-19,-0.010859426279889827
2020-02-20,-0.18611710837432668
2020-02-21,-0.09029456179201513
2020-02-24,-0.3383819622880768
2020-02-25,-0.8925760891569221
2020-02-26,-0.9115164002927233
2020-02-27,-1.283318251382913
2020-02-28,-0.986421998339474
2020-03-02,-1.3754108230682225
2020-03-03,-1.938167761221756
2020-03-04,-1.9437510969564062
2020-03-05,-2.3229468268630624
2020-03-06,-2.3613629335719564
2020-03-09,-3.573567906823457
2020-03-10,-3.096242670796151
2020-03-11,-2.8393574183385306
2020-03-12,-3.417627357034409
2020-03-13,-2.9039623403914923
2020-03-16,-3.4035320840256893
